'Flow Duration','Tot Fwd Pkts','Tot Bwd Pkts','TotLen Fwd Pkts','TotLen Bwd Pkts','Fwd Pkt Len Max','Fwd Pkt Len Min','Fwd Pkt Len Mean','Fwd Pkt Len Std','Bwd Pkt Len Max','Bwd Pkt Len Min','Bwd Pkt Len Mean','Bwd Pkt Len Std','Flow IAT Mean','Flow IAT Std','Flow IAT Max','Flow IAT Min','Fwd IAT Tot','Fwd IAT Mean','Fwd IAT Std','Fwd IAT Max','Fwd IAT Min','Bwd IAT Tot','Bwd IAT Mean','Bwd IAT Std','Bwd IAT Max','Bwd IAT Min','Fwd PSH Flags','Bwd PSH Flags','Fwd URG Flags','Bwd URG Flags','Fwd Header Len','Bwd Header Len','Fwd Pkts/s','Bwd Pkts/s','Pkt Len Min','Pkt Len Max','Pkt Len Mean','Pkt Len Std','Pkt Len Var','FIN Flag Cnt','SYN Flag Cnt','RST Flag Cnt','PSH Flag Cnt','ACK Flag Cnt','URG Flag Cnt','CWE Flag Count','ECE Flag Cnt','Down/Up Ratio','Pkt Size Avg','Fwd Seg Size Avg','Bwd Seg Size Avg','Fwd Byts/b Avg','Fwd Pkts/b Avg','Fwd Blk Rate Avg','Bwd Byts/b Avg','Bwd Pkts/b Avg','Bwd Blk Rate Avg','Subflow Fwd Pkts','Subflow Fwd Byts','Subflow Bwd Pkts','Subflow Bwd Byts','Init Fwd Win Byts','Init Bwd Win Byts','Fwd Act Data Pkts','Fwd Seg Size Min','Active Mean','Active Std','Active Max','Active Min','Idle Mean','Idle Std','Idle Max','Idle Min',Tipo
8366,0,2,0,0,0,0,0,0,0,0,0,0,8366,0,8366,8366,0,0,0,0,0,8366,8366,0,8366,8366,0,0,0,0,0,64,0,239.062874,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
185,0,2,0,0,0,0,0,0,0,0,0,0,185,0,185,185,0,0,0,0,0,185,185,0,185,185,0,0,0,0,0,64,0,10810.810811,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,5
6142,0,2,0,0,0,0,0,0,0,0,0,0,6142,0,6142,6142,0,0,0,0,0,6142,6142,0,6142,6142,0,0,0,0,0,64,0,325.626832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3627,0,2,0,0,0,0,0,0,0,0,0,0,3627,0,3627,3627,0,0,0,0,0,3627,3627,0,3627,3627,0,0,0,0,0,64,0,551.419906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
10748,0,2,0,0,0,0,0,0,0,0,0,0,10748,0,10748,10748,0,0,0,0,0,10748,10748,0,10748,10748,0,0,0,0,0,64,0,186.081131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
13470,0,2,0,0,0,0,0,0,0,0,0,0,13470,0,13470,13470,0,0,0,0,0,13470,13470,0,13470,13470,0,0,0,0,0,64,0,148.478099,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4599,0,2,0,0,0,0,0,0,0,0,0,0,4599,0,4599,4599,0,0,0,0,0,4599,4599,0,4599,4599,0,0,0,0,0,64,0,434.877147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3375,0,2,0,0,0,0,0,0,0,0,0,0,3375,0,3375,3375,0,0,0,0,0,3375,3375,0,3375,3375,0,0,0,0,0,64,0,592.592593,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3808,0,2,0,0,0,0,0,0,0,0,0,0,3808,0,3808,3808,0,0,0,0,0,3808,3808,0,3808,3808,0,0,0,0,0,64,0,525.210084,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4928,0,2,0,0,0,0,0,0,0,0,0,0,4928,0,4928,4928,0,0,0,0,0,4928,4928,0,4928,4928,0,0,0,0,0,64,0,405.844156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
5372,0,2,0,0,0,0,0,0,0,0,0,0,5372,0,5372,5372,0,0,0,0,0,5372,5372,0,5372,5372,0,0,0,0,0,64,0,372.300819,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
5950,0,2,0,0,0,0,0,0,0,0,0,0,5950,0,5950,5950,0,0,0,0,0,5950,5950,0,5950,5950,0,0,0,0,0,64,0,336.134454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
188,0,2,0,0,0,0,0,0,0,0,0,0,188,0,188,188,0,0,0,0,0,188,188,0,188,188,0,0,0,0,0,64,0,10638.297872,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,5
7763,0,2,0,0,0,0,0,0,0,0,0,0,7763,0,7763,7763,0,0,0,0,0,7763,7763,0,7763,7763,0,0,0,0,0,64,0,257.632359,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4978,0,2,0,0,0,0,0,0,0,0,0,0,4978,0,4978,4978,0,0,0,0,0,4978,4978,0,4978,4978,0,0,0,0,0,64,0,401.767778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
11838,0,2,0,0,0,0,0,0,0,0,0,0,11838,0,11838,11838,0,0,0,0,0,11838,11838,0,11838,11838,0,0,0,0,0,64,0,168.947457,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
8357,0,2,0,0,0,0,0,0,0,0,0,0,8357,0,8357,8357,0,0,0,0,0,8357,8357,0,8357,8357,0,0,0,0,0,64,0,239.32033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
43111142,43,45,0,0,0,0,0,0,0,0,0,0,495530.367816,484476.522063,1002542,2601,42102664,1002444.380952,1895.61822,1005214,1000099,43111142,979798.681818,155888.879858,1201983,2601,0,0,0,0,0,0,0.997422,1.043814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,0,45,0,-1,-1,0,0,0,0,0,0,0,0,0,0,5
8440,0,2,0,0,0,0,0,0,0,0,0,0,8440,0,8440,8440,0,0,0,0,0,8440,8440,0,8440,8440,0,0,0,0,0,64,0,236.966825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3653,0,2,0,0,0,0,0,0,0,0,0,0,3653,0,3653,3653,0,0,0,0,0,3653,3653,0,3653,3653,0,0,0,0,0,64,0,547.495209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
2159,0,2,0,0,0,0,0,0,0,0,0,0,2159,0,2159,2159,0,0,0,0,0,2159,2159,0,2159,2159,0,0,0,0,0,64,0,926.354794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3150,0,2,0,0,0,0,0,0,0,0,0,0,3150,0,3150,3150,0,0,0,0,0,3150,3150,0,3150,3150,0,0,0,0,0,64,0,634.920635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4432,0,2,0,0,0,0,0,0,0,0,0,0,4432,0,4432,4432,0,0,0,0,0,4432,4432,0,4432,4432,0,0,0,0,0,64,0,451.263538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3144,0,2,0,0,0,0,0,0,0,0,0,0,3144,0,3144,3144,0,0,0,0,0,3144,3144,0,3144,3144,0,0,0,0,0,64,0,636.132316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
2466,0,2,0,0,0,0,0,0,0,0,0,0,2466,0,2466,2466,0,0,0,0,0,2466,2466,0,2466,2466,0,0,0,0,0,64,0,811.030008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
247,0,2,0,0,0,0,0,0,0,0,0,0,247,0,247,247,0,0,0,0,0,247,247,0,247,247,0,0,0,0,0,64,0,8097.165992,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,5
3619,0,2,0,0,0,0,0,0,0,0,0,0,3619,0,3619,3619,0,0,0,0,0,3619,3619,0,3619,3619,0,0,0,0,0,64,0,552.638851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3431,0,2,0,0,0,0,0,0,0,0,0,0,3431,0,3431,3431,0,0,0,0,0,3431,3431,0,3431,3431,0,0,0,0,0,64,0,582.920431,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
9310,0,2,0,0,0,0,0,0,0,0,0,0,9310,0,9310,9310,0,0,0,0,0,9310,9310,0,9310,9310,0,0,0,0,0,64,0,214.822771,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
9035,0,2,0,0,0,0,0,0,0,0,0,0,9035,0,9035,9035,0,0,0,0,0,9035,9035,0,9035,9035,0,0,0,0,0,64,0,221.361372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3146,0,2,0,0,0,0,0,0,0,0,0,0,3146,0,3146,3146,0,0,0,0,0,3146,3146,0,3146,3146,0,0,0,0,0,64,0,635.727908,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4007,0,2,0,0,0,0,0,0,0,0,0,0,4007,0,4007,4007,0,0,0,0,0,4007,4007,0,4007,4007,0,0,0,0,0,64,0,499.126529,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
156,0,2,0,0,0,0,0,0,0,0,0,0,156,0,156,156,0,0,0,0,0,156,156,0,156,156,0,0,0,0,0,64,0,12820.512821,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,5
3943,0,2,0,0,0,0,0,0,0,0,0,0,3943,0,3943,3943,0,0,0,0,0,3943,3943,0,3943,3943,0,0,0,0,0,64,0,507.227999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
7794,0,2,0,0,0,0,0,0,0,0,0,0,7794,0,7794,7794,0,0,0,0,0,7794,7794,0,7794,7794,0,0,0,0,0,64,0,256.607647,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3610,0,2,0,0,0,0,0,0,0,0,0,0,3610,0,3610,3610,0,0,0,0,0,3610,3610,0,3610,3610,0,0,0,0,0,64,0,554.01662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
5021,0,2,0,0,0,0,0,0,0,0,0,0,5021,0,5021,5021,0,0,0,0,0,5021,5021,0,5021,5021,0,0,0,0,0,64,0,398.327026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3510,0,2,0,0,0,0,0,0,0,0,0,0,3510,0,3510,3510,0,0,0,0,0,3510,3510,0,3510,3510,0,0,0,0,0,64,0,569.80057,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4058,0,2,0,0,0,0,0,0,0,0,0,0,4058,0,4058,4058,0,0,0,0,0,4058,4058,0,4058,4058,0,0,0,0,0,64,0,492.853622,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
2735,0,2,0,0,0,0,0,0,0,0,0,0,2735,0,2735,2735,0,0,0,0,0,2735,2735,0,2735,2735,0,0,0,0,0,64,0,731.261426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4015,0,2,0,0,0,0,0,0,0,0,0,0,4015,0,4015,4015,0,0,0,0,0,4015,4015,0,4015,4015,0,0,0,0,0,64,0,498.132005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
9626,0,2,0,0,0,0,0,0,0,0,0,0,9626,0,9626,9626,0,0,0,0,0,9626,9626,0,9626,9626,0,0,0,0,0,64,0,207.770621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
161,0,2,0,0,0,0,0,0,0,0,0,0,161,0,161,161,0,0,0,0,0,161,161,0,161,161,0,0,0,0,0,64,0,12422.360248,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,5
6414,0,2,0,0,0,0,0,0,0,0,0,0,6414,0,6414,6414,0,0,0,0,0,6414,6414,0,6414,6414,0,0,0,0,0,64,0,311.817898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3607,0,2,0,0,0,0,0,0,0,0,0,0,3607,0,3607,3607,0,0,0,0,0,3607,3607,0,3607,3607,0,0,0,0,0,64,0,554.477405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
7804,0,2,0,0,0,0,0,0,0,0,0,0,7804,0,7804,7804,0,0,0,0,0,7804,7804,0,7804,7804,0,0,0,0,0,64,0,256.278831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3262,0,2,0,0,0,0,0,0,0,0,0,0,3262,0,3262,3262,0,0,0,0,0,3262,3262,0,3262,3262,0,0,0,0,0,64,0,613.120785,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
5312,0,2,0,0,0,0,0,0,0,0,0,0,5312,0,5312,5312,0,0,0,0,0,5312,5312,0,5312,5312,0,0,0,0,0,64,0,376.506024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
6719,0,2,0,0,0,0,0,0,0,0,0,0,6719,0,6719,6719,0,0,0,0,0,6719,6719,0,6719,6719,0,0,0,0,0,64,0,297.663343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
158,0,2,0,0,0,0,0,0,0,0,0,0,158,0,158,158,0,0,0,0,0,158,158,0,158,158,0,0,0,0,0,64,0,12658.227848,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,5
5160,0,2,0,0,0,0,0,0,0,0,0,0,5160,0,5160,5160,0,0,0,0,0,5160,5160,0,5160,5160,0,0,0,0,0,64,0,387.596899,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
7725,0,2,0,0,0,0,0,0,0,0,0,0,7725,0,7725,7725,0,0,0,0,0,7725,7725,0,7725,7725,0,0,0,0,0,64,0,258.899676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3170,0,2,0,0,0,0,0,0,0,0,0,0,3170,0,3170,3170,0,0,0,0,0,3170,3170,0,3170,3170,0,0,0,0,0,64,0,630.914826,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
156,0,2,0,0,0,0,0,0,0,0,0,0,156,0,156,156,0,0,0,0,0,156,156,0,156,156,0,0,0,0,0,64,0,12820.512821,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,5
46666,0,2,0,0,0,0,0,0,0,0,0,0,46666,0,46666,46666,0,0,0,0,0,46666,46666,0,46666,46666,0,0,0,0,0,64,0,42.857755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3840,0,2,0,0,0,0,0,0,0,0,0,0,3840,0,3840,3840,0,0,0,0,0,3840,3840,0,3840,3840,0,0,0,0,0,64,0,520.833333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
7440,0,2,0,0,0,0,0,0,0,0,0,0,7440,0,7440,7440,0,0,0,0,0,7440,7440,0,7440,7440,0,0,0,0,0,64,0,268.817204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3016,0,2,0,0,0,0,0,0,0,0,0,0,3016,0,3016,3016,0,0,0,0,0,3016,3016,0,3016,3016,0,0,0,0,0,64,0,663.129973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
10138,0,2,0,0,0,0,0,0,0,0,0,0,10138,0,10138,10138,0,0,0,0,0,10138,10138,0,10138,10138,0,0,0,0,0,64,0,197.27757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4584,0,2,0,0,0,0,0,0,0,0,0,0,4584,0,4584,4584,0,0,0,0,0,4584,4584,0,4584,4584,0,0,0,0,0,64,0,436.300175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
9132,0,2,0,0,0,0,0,0,0,0,0,0,9132,0,9132,9132,0,0,0,0,0,9132,9132,0,9132,9132,0,0,0,0,0,64,0,219.010074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
14291,0,2,0,0,0,0,0,0,0,0,0,0,14291,0,14291,14291,0,0,0,0,0,14291,14291,0,14291,14291,0,0,0,0,0,64,0,139.948219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
6317,0,2,0,0,0,0,0,0,0,0,0,0,6317,0,6317,6317,0,0,0,0,0,6317,6317,0,6317,6317,0,0,0,0,0,64,0,316.605984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3800,0,2,0,0,0,0,0,0,0,0,0,0,3800,0,3800,3800,0,0,0,0,0,3800,3800,0,3800,3800,0,0,0,0,0,64,0,526.315789,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
188,0,2,0,0,0,0,0,0,0,0,0,0,188,0,188,188,0,0,0,0,0,188,188,0,188,188,0,0,0,0,0,64,0,10638.297872,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2050,0,0,0,0,0,0,0,0,0,0,5
7731,0,2,0,0,0,0,0,0,0,0,0,0,7731,0,7731,7731,0,0,0,0,0,7731,7731,0,7731,7731,0,0,0,0,0,64,0,258.698745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
2647,0,2,0,0,0,0,0,0,0,0,0,0,2647,0,2647,2647,0,0,0,0,0,2647,2647,0,2647,2647,0,0,0,0,0,64,0,755.572346,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
5169,0,2,0,0,0,0,0,0,0,0,0,0,5169,0,5169,5169,0,0,0,0,0,5169,5169,0,5169,5169,0,0,0,0,0,64,0,386.922035,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
2620,0,2,0,0,0,0,0,0,0,0,0,0,2620,0,2620,2620,0,0,0,0,0,2620,2620,0,2620,2620,0,0,0,0,0,64,0,763.358779,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
6425,0,2,0,0,0,0,0,0,0,0,0,0,6425,0,6425,6425,0,0,0,0,0,6425,6425,0,6425,6425,0,0,0,0,0,64,0,311.284047,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4012,0,2,0,0,0,0,0,0,0,0,0,0,4012,0,4012,4012,0,0,0,0,0,4012,4012,0,4012,4012,0,0,0,0,0,64,0,498.504487,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
6812,0,2,0,0,0,0,0,0,0,0,0,0,6812,0,6812,6812,0,0,0,0,0,6812,6812,0,6812,6812,0,0,0,0,0,64,0,293.59953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
9266,0,2,0,0,0,0,0,0,0,0,0,0,9266,0,9266,9266,0,0,0,0,0,9266,9266,0,9266,9266,0,0,0,0,0,64,0,215.842866,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3746,0,2,0,0,0,0,0,0,0,0,0,0,3746,0,3746,3746,0,0,0,0,0,3746,3746,0,3746,3746,0,0,0,0,0,64,0,533.90283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
114,0,2,0,0,0,0,0,0,0,0,0,0,114,0,114,114,0,0,0,0,0,114,114,0,114,114,0,0,0,0,0,64,0,17543.859649,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,5
4265,0,2,0,0,0,0,0,0,0,0,0,0,4265,0,4265,4265,0,0,0,0,0,4265,4265,0,4265,4265,0,0,0,0,0,64,0,468.933177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
4109,0,2,0,0,0,0,0,0,0,0,0,0,4109,0,4109,4109,0,0,0,0,0,4109,4109,0,4109,4109,0,0,0,0,0,64,0,486.736432,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
2755,0,2,0,0,0,0,0,0,0,0,0,0,2755,0,2755,2755,0,0,0,0,0,2755,2755,0,2755,2755,0,0,0,0,0,64,0,725.952813,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
19438,0,2,0,0,0,0,0,0,0,0,0,0,19438,0,19438,19438,0,0,0,0,0,19438,19438,0,19438,19438,0,0,0,0,0,64,0,102.891244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
3784,0,2,0,0,0,0,0,0,0,0,0,0,3784,0,3784,3784,0,0,0,0,0,3784,3784,0,3784,3784,0,0,0,0,0,64,0,528.541226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
6728,0,2,0,0,0,0,0,0,0,0,0,0,6728,0,6728,6728,0,0,0,0,0,6728,6728,0,6728,6728,0,0,0,0,0,64,0,297.265161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,5
